	tweets	Id
363	Had a good time at Eat n Park drinking a latte and playing Munchkin Impossible with @Chriswolfe2007. 	1.0
364	@momentbymoment1 - I'm sure you and your site will! 	1.0
365	@JonathanRKnight Good luck with the cruise!! Your gonna need it! 	1.0
366	@glutenfreegirl  well, I'm doing whatever our neighbor tells us, and if that produces vegetables, I'm cooking them!	1.0
367	@milagro88 Hi there, Cel.  How are you doing today?	1.0
368	@Chubbx Goooooood morning, Chubbx  how are you today?	1.0
369	@BrittyDS Don't blame me.  I just like good things. ;)	1.0
370	@darkknight808 okay! I think little oven again on wednesday!  7-9pm?	1.0
371	@LoriGama that's most excellent  lotsa people loving you hehe *Winks*	1.0
372	@jia_zhen it's an odd little thing isn't it, 'is it from another planet?'.... but i think i like it 	1.0
373	amidst all these recession talks, my friend told me yesterday that she got a pay hike  it sure is a nice to hear that.	1.0
374	is now using windows and tweetdeck... temporarily... 	1.0
375	I Joined ShoeDazzle Society by @KimKardashian I am Excited! Can't wait for my Shoe selection!  Link: http://www.shoedazzle.com/	1.0
376	@robgokeemusic I know - I should have made some, taken them to my meetings &amp; I should have foreseen my sister was going 2 pick up a stray 	1.0
377	@JonathanRKnight you can DIRECT MESSAGE us/me/all of us...whatever you want 	1.0
378	@mars2thestars here it is  http://tinyurl.com/hecklerxyz	1.0
379	Week 2 of the fitness challenge and I'm starting off strong.  Just submitted my stats for the night and it ain't bad 	1.0
380	Your Following for a Reason.....  www.facesbyrozzj.com	1.0
381	I missed twitter, ym, multiply and PET SOCIETY. I haven't been able to use the internet because I was quite busy for the past few days. 	1.0
382	@mileycyrus Juz watchin' 3 eps. of your show HM, I must say I instantly became a fan of urs! ;D Lovin' ur humor so mucho! More power 2 u! 	1.0
383	I have a new background  It didn't exactly work how I wanted but I was bored with the old one.	1.0
384	If you are at #Paragon please vote my work!  LOL	1.0
385	@mrskutcher I keep forgetting you are in a different time zone than normal! I see your 'tweets' about the morning when it's 10:45pm here! 	1.0
386	@mantia Do you have an example of the animation? I mean a youtube video or something? I'm curious to see it work. Snowing there too? 	1.0
387	@TheRudeTypist Need an invite to hunch? 	1.0
388	@JonathanRKnight Thought you were a Mac 	1.0
389	@JonathanRKnight Maybe Jordan could help you answer a few? Just an idea.. 	1.0
390	Finally made my map of Panama. &quot;What's a Panama, is that like an animal?&quot; Haha love my friends 	1.0
391	@ManyaS 	1.0
392	@ddlovato I will gladly give you the squirrel in Jenny's house if you join us. A SQUIRREL. It'll kill two birds with one stone! 	1.0
393	Got the vocals done! now time for the best part: the music track or bed! whichever you wanna call it lol 	1.0
394	will be part of my friend's wedding entourage. In Tagalog, abay sa kasal. I'll be carrying the veil. Thanks, Mau. 	1.0
395	@Bern_morley it's the weather, petal. don't sweat it ... oh ...  ... sorry ... 	1.0
396	@dfizzy Hey There ! How are you today? 	1.0
397	Whoops, sorry to anyone trying to email me earlier today. My inbox was full but should now be empty 	1.0
398	@chocolate_dip lol i wasnt complaining just making sure @yoeyfreshier wasnt getting off before me but @tivon cleared that up 	1.0
399	@mademoiselledee That is one freaky movie. I like &quot;I got life&quot; 	1.0
400	Megan is hanging out 	1.0
401	Going to bed and then up early to prep for an interview in Cleveland tomorrow 	1.0
402	A healthy remedy for you AND your dog  http://PetParenthood.blogspot.com #dogs	1.0
403	That was sick. Soma rocks. 	1.0
404	@staceysoleil  yep..lol  I was bored... Edward is hunting with the guys..	1.0
405	@victoriaerin HEYYYYYYYYYYY YOU 	1.0
406	Studying philosophy and math... &lt;----BLAH aka listening to music and on twitter, facebook, and myspace 	1.0
407	@JonathanRKnight There is no way on earth that you can answer everyone  Will you ask Donnie if he got the gift from my 9 yr old lastnight?	1.0
408	on my psp browser for the first time in over a year 	1.0
409	@aparajuli good luck to you 	1.0
410	Is glad the Angels won their first game of the season. 	1.0
411	@misstoriblack I have absolutely no doubt that I will!  here's to your continued success 	1.0
412	Another day in the office... 2 days to go.  http://twitpic.com/2y2y1	1.0
413	@mattimassacre nice  yeah so wish I could afford those things	1.0
414	@loic I want to see that too! But it'll take so long to get 800 friends.. 	1.0
415	Uploading the greatest cartoon from the Newspaper ever - regarding Twitter. 	1.0
416	@levimorales glad you liked! That Henry Ford had a good idea every now and then, didn't he? 	1.0
417	Studying with friends!  that's my update	1.0
418	@piercethevic im glad everythings going good for you guys 	1.0
419	@JonathanRKnight Don't worry about it, we are just happy to have you on here! 	1.0
420	@suplada I'll get those stuff fr the UK/Japan. If I'm desperate enough for headphones from the US, I might do JAC. My tita can be slow. 	1.0
421	@eddieizzard You wouldn't happen to still be in NYC doing gigs on Friday or Saturday next week? 	1.0
422	ty  @GR8FL - soon I upload too  Emmylou Harris ï¿½ I'll Be Your Baby Tonight (GR8FL)  ? http://blip.fm/~3x8zc	1.0
423	cheeck thiss hand cuz im marvelous ;) boy.. idk hoow im gona make it threw this weeeek 	1.0
424	Watching Seven Pounds with my mom. I hope i dont fall asleep. AfterMidnightProject TOMORROW! 	1.0
425	@jennmae awesome.  home from work around 430, and then have to take the puppy out, then to Capones. 	1.0
426	@nerdist  That photo IS Vegas 	1.0
427	@elissakim  yeah!  opening day too!	1.0
428	@iamdiddy I feel you I hate working out too! But our results will be MAJOR! When you look good you feel good! 	1.0
429	@fmsQuatro the A's are my AL team 	1.0
430	had a really good day    off to do some shoppping	1.0
431	@kamy775 ok..I did it...hope it works now 	1.0
432	@amp451 good night  sweet dreamz	1.0
433	@i140 I hope that Scentsational doesn't get dissed 	1.0
434	will invite people to twitter. 	1.0
435	@bluestreak23 @jasonandjodie Coming soon enough my friends - Big project in works for just that - Good new and only good news 	1.0
436	@cookrn woohoo!  yeah that day i was rockin it hard core  	1.0
437	@JonathanRKnight Hey Jon we all love ya and understand,that's all it counts  	1.0
438	@imalcolmjames no internship yet but ive got a place to stay. w/ any luck i'll spend some time in teaneck before heading back to utah 	1.0
439	If I can make it to bed without running into a wall or tripping over my own feet, that is. Heh. 	1.0
440	@mayhemstudios Yes, using it for 3 week now. Pretty happy with the result 	1.0
441	@larryczerwonka Exactly!! 	1.0
442	i wonder how long i can stay up until i pass out and wake up again at 6 	1.0
443	@DonnieWahlberg Great words of wisdom D-Dub!! Now can you tell the doctor to let me have some alcohol &amp; caffeine!! 	1.0
444	@Jonathanrknight so good knight and sleep well.  I know I will now!! 	1.0
445	exhausted! but glad i got to see UNC become national champs!  	1.0
446	Centrelink wasnt as bad as I thought it was going to be !!!! 	1.0
447	@davesjessica wouldn't want you any other way! 	1.0
448	Is hella excited cuz the Italian is here 	1.0
449	Love having access to a research machine with 4 quad core 64 bit opterons, and 60 gigs of ram 	1.0
450	It was quick, but exhausting. 1 day @ a time 	1.0
451	Jasmine and Bohdi are here for the holidays!! 	1.0
452	@pfspleen I'm good! Had some very strange dreams last night but hey dreamin' means i'm sleepin'  How's you this morning?	1.0
453	going outside to jump on my trampoine  WOOOT!	1.0
454	@SophieVeronica today was rad. we made it into the finals for cross country YAY. love you sophie &lt;3 (L) ps everythins cool with my mates 	1.0
455	@HuntersMama1985 LOL, I was thinking the same thing 	1.0
456	@JonathanRKnight Don't feel pressured, none of us EXPECT a reply back, we're just happy to be able to listen to you talk  	1.0
457	@Suai Oh &quot;Shooter&quot; is a good movie!  Only seen it once tho.  Gotta put that back on my &quot;to watch&quot; list! 	1.0
458	@DonnieWahlberg I can tell u have spoken. FB &amp; Twitter are on Fire right now!!  Hope ur feelin better love.  have a great night...	1.0
459	@KourtneyKardash i hate morn workouts bc i love to sleep late  ha have fun in mexico! love the show, is the trip gonna air on keeping up?	1.0
460	i'm feeling somewhat artistic...time to break out the sketching pad, i feel a new dress design coming 	1.0
461	@ma_shinka go on, Mary's listening 	1.0
462	@TheAshBall 	1.0
463	nodame cantabile is &lt;3. I think I'm falling in love with classical music. 	1.0
464	...so i just ordered my copy of Hardcore Underground 3  love me, love me! Canary in skinny jeans going balls deep.	1.0
465	@markegli &amp; @kariegli the dinner menu this week is something pasta-y (we have cheese?) and also chicken noodle soup. 	1.0
466	new jersey, here i come 	1.0
467	on facebook 	1.0
468	@Vonster good point, 2 draw  2 don't  nice quote though. I like that.	1.0
469	@Croconaw goodnight 	1.0
470	@danielkirkley Lead Me To The Cross is one of my favorites!! Great job, D!!! 	1.0
471	just got back from starbucks.. tried the tea with lemonade very good  miss gg already. 1st one!	1.0
472	BOOM BOOM POW-oops 	1.0
473	The Super Red Diva !!!  Stupid University 	1.0
474	This latest episode of NewNowNext is like full of awesome! 	1.0
475	When you just want things to end, remember to have faith because one day, it's all going to be alright 	1.0
476	@ PBnJen : Thanks for the great tour and making me even more excited to work in PR!  You Rock and so does S&amp;B-would love to work there!	1.0
477	@DonnieWahlberg YOU give me joy....and you have for years. You are such an amazing man and we are all lucky to know you. 	1.0
478	@tothepc Did you check out http://www.weboword.com We aren't a dictionary, but we are all about Visual Vocabulary!  Come have fun.	1.0
479	Artistic affirmation from a drunk lady was kinda just what I needed! 	1.0
480	@Honey3223  Honey goodnight I am up really early in the morning busy day will catch up with you later tomorrow 	1.0
481	A je kakï¿½en rip od Trenutek resnice? Link, link, link 	1.0
482	Lamb Chowmein for dinner tonight.... hhhmmm with slightly roasted buttered dinner rolls! YUM YUM YUM... so hungry 	1.0
483	tweeting from my brand new Sony PSP... just because I CAN!!  	1.0
484	@MussoMitchel Hey you should go on tour sometime with your brother! Metro Station is freakin awesome! 	1.0
485	well tweeps, im off, i gotta have a shower then go get a haircut. good bye everyone 	1.0
486	@juliaroy I've just seen your Flickr and I've fallen in love!!! Just Wonderful!!! Awesome... !!! 	1.0
487	@danielc Sorry it wasn't Wrath of Khan.  But we made do. 	1.0
488	juggernaut, dr. doom, magneto, &amp; xavier!  ahahah today was a good day n__n	1.0
489	@ricardooooo we'll have a geek off next time you are in Tahoe!! But you need to get miss vicky jay reciting star wars by then 	1.0
490	 aww dont make me blush!	1.0
491	trying to figure this thing out 	1.0
492	watching &quot;The Princess Bride&quot; I want a Wesley!!! 	1.0
493	@lisaholmes you can buy my fiances duplex in Terwillegar 	1.0
494	@apleaforaaron i could really eat some cheese  i have a hankering for some austrian smoked cheese. YUM!	1.0
495	@ddlovato I am so FUCKING jealous of you girl. Have fun though  xxx	1.0
496	@ThaStevieG my bunnys name was Lucy  you can go ahead and guess who she was named after lmao	1.0
497	@pixelpipe any updates for iPhone OS 3.0 yet? I miss you guys 	1.0
498	Denise, I love you. 	1.0
